262160
1	1	8	0	0	1	1	1
1	1	8	0	0	1	1	1
1	1	8	0	0	1	1	1
1	1	8	0	0	1	1	1
1	1	8	0	0	1	1	2
2	2	8	0	0	2	1	2
2	2	8	0	0	2	1	2
2	2	8	0	0	2	1	2
2	2	8	0	1	2	1	2
2	2	8	0	1	2	1	3
3	3	8	0	1	3	1	3
3	3	8	0	1	3	1	3
3	3	9	0	1	3	1	3
3	3	9	0	1	3	1	3
4	3	9	0	1	3	1	4
4	4	10	1	1	4	1	4
4	4	10	1	1	4	1	4
4	4	10	1	1	4	1	4
5	4	11	1	1	4	1	4
5	4	11	1	1	4	1	5
5	5	11	1	1	5	1	5
5	5	12	1	1	5	1	5
6	5	12	1	1	5	1	5
6	5	12	1	1	5	1	5
6	5	13	1	1	5	1	6
7	6	13	2	2	6	2	6
7	6	13	2	2	6	2	6
7	6	14	2	2	6	2	6
8	6	14	2	2	6	2	6
8	6	14	2	2	6	2	7
8	7	15	3	3	7	3	7
9	7	15	3	3	7	3	7
9	7	15	3	3	7	3	7
9	7	16	3	3	7	3	7
10	7	16	3	3	7	3	8
10	8	16	3	3	8	3	8
10	8	17	3	3	8	3	8
11	8	17	3	3	8	3	8
11	8	17	3	3	8	3	8
11	8	18	3	3	8	3	9
12	9	18	4	4	9	4	9
12	9	18	4	4	9	4	9
12	9	18	4	4	9	4	9
13	9	18	4	4	9	4	9
13	9	19	4	4	9	4	10
13	10	19	4	4	10	4	10
14	10	19	4	4	10	4	10
14	10	19	4	4	10	4	10
14	10	19	4	4	10	4	10
15	10	20	5	5	10	5	10
15	10	20	5	5	10	5	10
15	10	20	5	5	10	5	10
15	10	22	5	5	10	5	10
15	10	22	5	5	10	5	10
15	10	24	5	5	10	5	10
15	10	24	5	5	10	5	10
15	10	24	5	5	10	5	10
15	10	24	5	5	10	5	10
15	10	24	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	26	5	5	10	5	10
15	10	28	5	5	10	5	10
15	10	28	5	5	10	5	10
15	10	28	5	5	10	5	10
15	10	28	5	5	10	5	10
15	10	28	5	5	10	5	10
15	10	30	5	5	10	5	10
