262153
1	2	0	2	1	2	0	1
1	2	0	1	1	2	0	1
1	2	0	1	1	2	0	1
1	2	0	1	1	2	0	1
1	2	0	1	1	3	0	1
2	2	0	1	1	3	0	1
2	3	0	1	1	3	0	1
2	3	0	1	1	3	0	1
2	3	0	1	1	4	0	1
2	4	0	1	1	4	0	1
3	4	0	1	1	4	0	1
3	4	0	1	1	5	0	1
3	5	0	1	1	5	0	1
3	5	0	1	1	5	0	1
4	5	0	1	1	6	0	1
4	6	1	1	1	6	1	1
4	6	1	1	1	6	1	1
4	6	1	1	1	7	1	1
5	7	1	1	1	7	1	1
5	7	1	2	2	7	1	2
5	7	1	2	2	8	2	2
5	8	1	2	2	8	2	2
6	8	1	2	2	8	2	2
6	8	1	2	2	9	2	2
6	9	1	2	2	9	2	2
7	9	2	2	2	10	3	2
7	9	2	2	2	10	3	2
7	10	2	2	2	10	3	2
8	10	2	2	2	10	3	2
8	10	2	2	2	10	3	2
8	11	2	3	3	11	4	3
9	11	2	3	3	11	4	3
9	11	2	3	3	11	4	3
9	12	2	3	3	11	4	3
10	12	2	3	3	11	5	3
10	12	2	3	3	12	5	3
10	13	2	3	3	12	5	3
11	13	2	3	3	12	5	3
11	13	2	3	3	12	6	3
11	14	2	3	3	12	6	3
12	14	3	4	4	13	6	4
12	14	3	4	4	13	7	4
12	15	3	4	4	13	7	4
13	15	3	4	4	13	7	4
13	15	3	4	4	13	8	4
13	16	3	4	4	14	8	4
13	16	3	4	4	14	8	4
14	16	3	4	4	14	9	4
14	17	3	4	4	14	9	4
14	18	3	5	5	15	10	5
14	18	3	5	5	15	10	5
14	18	3	5	5	15	10	5
14	18	3	5	5	15	10	5
14	18	3	5	5	15	10	5
14	18	3	5	5	15	10	5
14	18	3	5	5	16	10	5
14	18	3	5	5	16	10	5
14	18	3	5	5	16	10	5
14	18	3	5	5	16	10	5
14	18	3	5	5	16	10	5
14	18	3	5	5	17	10	5
14	18	3	5	5	17	10	5
14	18	3	5	5	17	10	5
14	18	3	5	5	17	10	5
14	18	3	5	5	17	10	5
14	18	3	5	5	18	10	5
14	18	3	5	5	18	10	5
14	18	3	5	5	18	10	5
14	18	3	5	5	18	10	5
14	18	3	5	5	18	10	5
14	18	3	5	5	19	10	5
14	18	3	5	5	19	10	5
14	18	3	5	5	19	10	5
14	18	3	5	5	19	10	5
14	18	3	5	5	20	10	5
