262154
1	1	0	2	2	2	0	1
1	1	0	2	2	2	0	1
1	1	0	2	2	2	0	1
1	2	0	2	2	2	0	1
1	2	0	2	2	2	0	1
2	2	0	2	2	2	0	1
2	3	0	2	2	2	0	1
2	3	0	2	2	2	0	1
2	3	0	2	2	2	0	1
2	4	0	2	2	2	0	1
3	4	0	3	3	3	0	1
3	4	0	3	3	3	0	1
3	5	0	3	3	3	0	1
3	5	0	3	3	3	0	1
4	5	0	3	3	3	0	1
4	6	1	4	4	4	1	1
4	6	1	4	4	4	1	1
4	6	1	4	4	4	1	1
5	7	1	4	4	4	1	1
5	7	1	4	4	4	1	2
5	7	1	5	5	5	1	2
5	8	1	5	5	5	1	2
6	8	1	5	5	5	1	2
6	8	1	5	5	5	1	2
6	9	1	5	5	5	1	2
7	9	2	6	6	6	1	2
7	9	2	6	6	6	1	2
7	10	2	6	6	6	1	2
8	10	2	6	6	6	1	2
8	10	2	6	6	6	1	2
8	11	3	7	7	7	2	3
9	11	3	7	7	7	2	3
9	11	3	7	7	7	2	3
9	12	3	7	7	7	2	3
10	12	3	7	7	7	2	3
10	12	3	8	8	8	2	3
10	13	3	8	8	8	2	3
11	13	3	8	8	8	2	3
11	13	3	8	8	8	2	3
11	14	3	8	8	8	3	3
12	14	4	9	9	9	3	4
12	14	4	9	9	9	3	4
12	15	4	9	9	9	3	4
13	15	4	9	9	9	3	4
13	15	4	9	9	9	3	4
13	16	4	10	10	10	4	4
14	16	4	10	10	10	4	4
14	16	4	10	10	10	4	4
14	16	4	10	10	10	4	4
15	16	5	10	10	10	4	5
15	16	5	10	10	10	4	5
15	16	5	10	10	10	4	5
15	16	5	10	10	10	4	5
15	16	5	10	10	10	4	5
15	16	5	10	10	10	4	5
16	16	5	10	10	10	4	5
16	16	5	10	10	10	4	5
16	16	5	10	10	10	4	5
16	16	5	10	10	10	4	5
16	16	5	10	10	10	4	5
17	16	5	10	10	10	4	5
17	16	5	10	10	10	4	5
17	16	5	10	10	10	4	5
17	16	5	10	10	10	4	5
17	16	5	10	10	10	4	5
18	16	5	10	10	10	4	5
18	16	5	10	10	10	4	5
18	16	5	10	10	10	4	5
18	16	5	10	10	10	4	5
18	16	5	10	10	10	4	5
19	16	5	10	10	10	4	5
19	16	5	10	10	10	4	5
19	16	5	10	10	10	4	5
19	16	5	10	10	10	4	5
20	16	5	10	10	10	4	5
