262148
0	0	3	5	3	1	1	0
0	1	3	5	3	1	1	0
1	1	3	5	3	1	1	0
1	1	4	6	4	1	1	0
1	1	5	7	5	1	1	0
1	1	6	7	6	1	1	0
1	1	6	7	6	1	1	0
2	1	6	7	6	1	1	0
2	1	7	8	7	1	1	0
2	1	7	8	7	1	1	0
2	1	7	8	7	1	1	1
2	1	8	8	8	1	1	1
2	1	8	9	8	1	1	1
2	1	8	9	8	1	1	1
2	1	8	9	8	1	1	1
3	1	8	10	8	1	1	1
3	1	8	10	8	1	1	1
3	1	8	10	8	1	1	1
3	1	9	10	9	1	1	1
3	1	9	11	9	1	1	1
3	1	9	11	9	1	1	1
3	1	9	11	9	1	1	1
4	1	9	12	9	1	1	1
4	1	9	12	9	1	1	1
4	1	9	13	9	1	1	1
4	1	9	14	9	1	1	1
4	1	10	14	10	1	1	1
4	1	10	14	10	1	1	1
4	1	10	15	10	1	1	1
4	1	10	16	10	1	1	1
5	1	10	16	10	1	1	1
5	1	10	16	10	1	1	1
5	1	11	16	11	1	1	1
5	2	11	17	11	1	1	1
5	2	12	17	12	1	1	1
5	2	12	17	12	1	1	1
5	2	12	18	12	1	1	1
5	2	13	18	13	1	1	2
5	2	13	18	13	1	1	2
5	2	13	19	13	1	1	2
5	2	13	19	13	1	1	2
5	2	14	20	14	1	1	2
5	2	14	20	14	1	1	2
6	2	14	21	14	1	1	2
6	2	14	21	14	1	1	2
6	2	15	22	15	1	1	2
6	2	15	22	15	1	1	2
6	2	15	23	15	1	1	2
6	2	16	23	16	1	1	2
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	17	24	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	18	26	17	2	2	3
7	3	19	26	17	2	2	3
7	3	19	26	17	2	2	3
7	3	19	26	17	2	2	3
7	3	19	26	17	2	2	3
7	3	19	26	17	2	2	3
7	3	20	26	17	2	2	3
