262147
0	0	0	0	1	3	5	0
0	1	0	0	1	3	5	0
1	1	0	0	1	3	5	0
1	1	0	0	2	4	6	0
1	1	0	0	3	5	7	0
1	2	0	0	3	6	7	0
1	2	1	0	3	6	7	0
2	2	1	0	3	6	7	0
2	2	1	0	4	7	8	0
2	2	1	0	4	7	8	0
2	3	1	0	4	7	8	1
2	3	1	0	5	8	8	1
2	3	2	0	5	8	8	1
2	4	2	0	5	8	8	1
2	4	2	0	5	8	8	1
3	4	2	0	5	8	8	1
3	5	2	0	5	8	8	1
3	6	2	0	5	8	8	1
3	6	2	0	6	9	8	1
3	6	3	0	6	9	8	1
3	6	3	1	6	9	8	1
3	7	3	1	6	9	8	1
4	7	3	1	6	9	8	1
4	8	3	1	6	9	8	1
4	9	3	1	6	9	8	1
4	9	3	7	1	10	9	1
4	10	3	7	1	10	9	1
4	10	3	8	1	10	9	1
4	10	3	8	1	10	10	1
4	10	3	8	1	10	11	1
5	10	3	8	1	10	11	1
5	10	4	8	1	10	11	1
5	11	4	8	1	10	11	1
5	11	4	8	2	10	12	1
5	12	4	8	2	10	12	1
5	12	4	9	2	10	12	1
5	12	5	9	2	10	13	1
5	13	5	9	2	10	13	2
5	13	5	10	2	10	13	2
5	13	5	11	2	10	13	2
5	13	5	11	2	10	13	2
5	14	5	11	2	10	13	2
5	14	5	11	2	10	13	2
5	14	5	11	2	10	14	2
5	14	5	11	2	10	14	2
5	15	5	11	2	10	14	2
5	15	5	12	2	10	14	2
5	15	5	12	2	10	15	2
5	16	5	12	2	10	14	2
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	17	6	13	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	18	6	14	3	11	16	3
6	19	6	14	3	11	16	3
6	19	6	14	3	11	16	3
6	19	6	14	3	11	16	3
6	19	6	14	3	11	16	3
6	19	6	14	3	11	16	3
6	20	6	15	3	11	16	3
