262162
1	5	6	0	1	1	0	8
1	5	6	0	1	1	0	8
1	5	6	0	1	1	0	8
1	5	6	0	1	1	0	8
1	5	6	0	2	1	0	8
1	5	6	0	2	1	0	8
1	5	6	0	2	1	0	8
1	5	6	0	2	1	0	8
1	5	6	0	2	1	0	8
1	5	6	0	3	2	0	8
1	5	6	0	3	2	0	8
1	5	6	0	3	2	0	8
1	5	6	0	3	2	0	9
1	5	6	0	3	2	0	9
2	5	6	0	4	2	0	9
2	6	6	0	4	2	0	10
2	6	6	0	4	2	0	10
2	6	6	0	4	2	0	10
2	7	6	0	4	2	0	11
3	7	6	1	5	3	0	11
3	7	6	1	5	3	0	11
3	8	6	1	5	3	0	12
3	8	6	1	5	3	0	12
3	8	6	1	5	3	0	12
3	9	6	1	6	3	0	13
3	9	7	1	6	3	0	13
3	9	7	1	6	3	0	13
3	10	7	1	6	3	0	14
3	10	8	1	6	3	0	14
4	10	8	2	7	4	0	14
4	11	8	2	7	4	0	15
4	11	9	2	7	4	0	15
4	11	9	2	7	4	0	15
4	12	9	2	7	4	0	16
4	12	10	2	8	5	0	16
4	12	10	2	8	5	0	16
4	13	10	2	8	5	0	17
4	13	11	2	8	5	0	17
4	13	11	2	8	5	0	17
5	14	11	3	9	6	0	18
5	14	12	3	9	6	0	18
5	14	12	3	9	6	0	18
5	15	12	3	9	6	0	18
5	15	13	3	9	6	0	18
5	15	13	3	10	6	0	19
6	16	13	4	10	7	0	19
6	16	14	4	10	7	0	19
6	16	14	4	10	7	0	19
6	16	14	4	10	7	0	19
7	16	15	5	10	8	0	20
7	16	15	5	10	8	0	20
7	16	15	5	10	8	0	20
7	16	15	5	10	8	0	21
7	16	15	5	10	8	0	21
7	16	15	5	10	8	0	21
7	16	15	5	10	9	0	22
7	16	15	5	10	9	0	22
7	16	15	5	10	9	0	22
7	16	15	5	10	9	0	22
7	16	15	5	10	9	0	22
7	16	15	5	10	10	0	23
7	16	15	5	10	10	0	23
7	16	15	5	10	10	0	23
7	16	15	5	10	10	0	23
7	16	15	5	10	10	0	23
7	16	15	5	10	11	0	24
7	16	15	5	10	11	0	24
7	16	15	5	10	11	0	24
7	16	15	5	10	11	0	24
7	16	15	5	10	11	0	24
7	16	15	5	10	12	0	25
7	16	15	5	10	12	0	25
7	16	15	5	10	12	0	25
7	16	15	5	10	12	0	25
7	16	15	5	10	12	0	25
